Tool ,Cutting speed (V),Feed (F),Depth of Cut (D),a,(F) ^ a,b,(D) ^ b,V * Fa * Db,RHS,n,1/n,Tool Life (min),Tool failure (min)
215,700,0.19,0.26,0.6,0.369191897,0.15,0.817045048,211.1524879,4.792744856,0.33,3.03030303,115.4454168,113.99
216,1200,0.18,0.22,0.6,0.357407369,0.15,0.796825827,341.7497073,2.961231505,0.33,3.03030303,26.83515605,26.08
217,1100,0.2,0.26,0.6,0.380730788,0.15,0.817045048,342.1816253,2.957493697,0.33,3.03030303,26.73264322,23.69
218,1100,0.15,0.26,0.6,0.32037215,0.15,0.817045048,287.9343264,3.514690356,0.33,3.03030303,45.10277276,38.22
219,1100,0.13,0.3,0.6,0.294012647,0.15,0.834772605,269.9770731,3.748466447,0.33,3.03030303,54.82143345,49.96
220,1000,0.12,0.21,0.6,0.280226206,0.15,0.791284929,221.7387739,4.563928906,0.33,3.03030303,99.53975736,92.29
221,1100,0.14,0.3,0.6,0.30738086,0.15,0.834772605,282.2524334,3.585442959,0.33,3.03030303,47.91072922,39.34
222,1200,0.14,0.25,0.6,0.30738086,0.15,0.812252396,299.6050082,3.377780652,0.33,3.03030303,39.98650679,33.26
223,800,0.16,0.19,0.6,0.333021283,0.15,0.779494473,207.6705996,4.873101932,0.33,3.03030303,121.4112913,121.33
224,800,0.15,0.23,0.6,0.32037215,0.15,0.802156626,205.5909143,4.922396516,0.33,3.03030303,125.1713201,119.34
225,1000,0.12,0.28,0.6,0.280226206,0.15,0.826178149,231.5167687,4.371173655,0.33,3.03030303,87.33860339,79.98
226,1100,0.18,0.3,0.6,0.357407369,0.15,0.834772605,328.1892689,3.083586503,0.33,3.03030303,30.3380939,22.38
227,1200,0.17,0.28,0.6,0.345357867,0.15,0.826178149,342.3925477,2.955671806,0.33,3.03030303,26.68277144,20.17
228,1000,0.14,0.26,0.6,0.30738086,0.15,0.817045048,251.1440096,4.029560576,0.33,3.03030303,68.25181561,64.28
229,1200,0.13,0.24,0.6,0.294012647,0.15,0.807293929,284.8255494,3.553052043,0.33,3.03030303,46.61112686,45.5
230,700,0.18,0.21,0.6,0.357407369,0.15,0.791284929,197.9677455,5.111943854,0.33,3.03030303,140.355854,139.7
231,900,0.11,0.2,0.6,0.265971811,0.15,0.78551503,188.0323699,5.382052039,0.33,3.03030303,164.056565,163.03
232,1100,0.13,0.28,0.6,0.294012647,0.15,0.826178149,267.1975067,3.787460492,0.33,3.03030303,56.56789709,48.9
233,700,0.11,0.19,0.6,0.265971811,0.15,0.779494473,145.1264899,6.973227292,0.33,3.03030303,359.6334377,357.26
234,1100,0.2,0.29,0.6,0.380730788,0.15,0.830538367,347.8326794,2.909444856,0.33,3.03030303,25.43813356,22.74
235,1000,0.19,0.19,0.6,0.369191897,0.15,0.779494473,287.7830432,3.516537976,0.33,3.03030303,45.17465913,37.33
236,900,0.14,0.24,0.6,0.30738086,0.15,0.807293929,223.3320318,4.53136969,0.33,3.03030303,97.40342505,92.85
237,1100,0.15,0.22,0.6,0.32037215,0.15,0.796825827,280.8088835,3.603874591,0.33,3.03030303,48.66097624,45.87
238,1000,0.14,0.3,0.6,0.30738086,0.15,0.834772605,256.5931212,3.943987255,0.33,3.03030303,63.95362415,62.24
239,1000,0.15,0.31,0.6,0.32037215,0.15,0.838888526,268.7565203,3.765490038,0.33,3.03030303,55.5793733,51.9
240,1000,0.16,0.25,0.6,0.333021283,0.15,0.812252396,270.4973351,3.741256821,0.33,3.03030303,54.50253872,51.06
241,700,0.12,0.2,0.6,0.280226206,0.15,0.78551503,154.0853279,6.567789507,0.33,3.03030303,299.9355585,294.58
242,900,0.15,0.2,0.6,0.32037215,0.15,0.78551503,226.491425,4.468160329,0.33,3.03030303,93.34415229,87.31
243,900,0.1,0.19,0.6,0.251188643,0.15,0.779494473,176.2201431,5.74281681,0.33,3.03030303,199.7002808,194.68
244,800,0.13,0.3,0.6,0.294012647,0.15,0.834772605,196.3469623,5.154141364,0.33,3.03030303,143.8962488,137.87
245,700,0.16,0.31,0.6,0.333021283,0.15,0.838888526,195.5574131,5.174950844,0.33,3.03030303,145.6639922,143.74
246,800,0.12,0.26,0.6,0.280226206,0.15,0.817045048,183.1659475,5.525044442,0.33,3.03030303,177.6242882,170.51
247,1100,0.17,0.23,0.6,0.345357867,0.15,0.802156626,304.7342112,3.320926771,0.33,3.03030303,37.98163305,28.32
248,1000,0.1,0.2,0.6,0.251188643,0.15,0.78551503,197.3124546,5.12892104,0.33,3.03030303,141.7731469,133.21
249,1200,0.14,0.24,0.6,0.30738086,0.15,0.807293929,297.7760425,3.398527268,0.33,3.03030303,40.73540104,37.66
250,1100,0.19,0.21,0.6,0.369191897,0.15,0.791284929,321.3495824,3.149218344,0.33,3.03030303,32.3374203,25.1
251,1100,0.13,0.29,0.6,0.294012647,0.15,0.830538367,268.6076617,3.76757682,0.33,3.03030303,55.67276313,45.7
252,1100,0.17,0.31,0.6,0.345357867,0.15,0.838888526,318.6884266,3.17551538,0.33,3.03030303,33.16264431,27.24
253,700,0.11,0.22,0.6,0.265971811,0.15,0.796825827,148.353246,6.821556166,0.33,3.03030303,336.449257,330.73
254,800,0.11,0.21,0.6,0.265971811,0.15,0.791284929,168.3675888,6.010658034,0.33,3.03030303,229.2818927,220.91
255,1100,0.15,0.31,0.6,0.32037215,0.15,0.838888526,295.6321724,3.423172762,0.33,3.03030303,41.63717599,38.51
256,1100,0.11,0.25,0.6,0.265971811,0.15,0.812252396,237.6398653,4.258544747,0.33,3.03030303,80.69602949,78.93
257,800,0.16,0.2,0.6,0.333021283,0.15,0.78551503,209.2745785,4.835752183,0.33,3.03030303,118.6133151,111.38
258,800,0.2,0.23,0.6,0.380730788,0.15,0.802156626,244.3245794,4.142031074,0.33,3.03030303,74.18967918,65.22
259,1200,0.14,0.29,0.6,0.30738086,0.15,0.830538367,306.3499171,3.303412025,0.33,3.03030303,37.37785543,32.4
260,1100,0.15,0.19,0.6,0.32037215,0.15,0.779494473,274.701152,3.68400348,0.33,3.03030303,52.01412636,46.89
261,1000,0.17,0.26,0.6,0.345357867,0.15,0.817045048,282.1729347,3.586453113,0.33,3.03030303,47.95164468,43.71
262,1000,0.19,0.24,0.6,0.369191897,0.15,0.807293929,298.0463769,3.395444731,0.33,3.03030303,40.62354084,37.87
263,700,0.13,0.21,0.6,0.294012647,0.15,0.791284929,162.8534433,6.214176251,0.33,3.03030303,253.6253311,251.51
264,1000,0.14,0.27,0.6,0.30738086,0.15,0.821683497,252.56978,4.006813483,0.33,3.03030303,67.09096207,62.42
265,800,0.13,0.25,0.6,0.294012647,0.15,0.812252396,191.0499814,5.297043175,0.33,3.03030303,156.3295033,149.57
266,1100,0.2,0.19,0.6,0.380730788,0.15,0.779494473,326.4552992,3.099964995,0.33,3.03030303,30.82903772,28.26
267,700,0.12,0.19,0.6,0.280226206,0.15,0.779494473,152.9043454,6.618516939,0.33,3.03030303,307.0107553,300.19
268,800,0.18,0.29,0.6,0.357407369,0.15,0.830538367,237.4724264,4.261547394,0.33,3.03030303,80.86857045,73.05
269,900,0.18,0.21,0.6,0.357407369,0.15,0.791284929,254.5299585,3.975956331,0.33,3.03030303,65.53747643,63.26
270,800,0.13,0.2,0.6,0.294012647,0.15,0.78551503,184.7610824,5.477343968,0.33,3.03030303,173.0178671,167.58
271,700,0.12,0.25,0.6,0.280226206,0.15,0.812252396,159.3300854,6.351593909,0.33,3.03030303,271.0054035,265.17
272,1000,0.19,0.21,0.6,0.369191897,0.15,0.791284929,292.135984,3.464140179,0.33,3.03030303,43.16559689,42.52
273,1000,0.13,0.24,0.6,0.294012647,0.15,0.807293929,237.3546245,4.263662452,0.33,3.03030303,80.99025611,76.91
274,1100,0.16,0.28,0.6,0.333021283,0.15,0.826178149,302.648398,3.343814164,0.33,3.03030303,38.78042144,32.96
275,1200,0.17,0.31,0.6,0.345357867,0.15,0.838888526,347.6601018,2.910889098,0.33,3.03030303,25.47641779,19.76
276,1000,0.11,0.27,0.6,0.265971811,0.15,0.821683497,218.5446482,4.630632727,0.33,3.03030303,104.0140315,101.49
277,1200,0.18,0.2,0.6,0.357407369,0.15,0.78551503,336.8986327,3.003870903,0.33,3.03030303,28.02328102,22.77
278,700,0.2,0.22,0.6,0.380730788,0.15,0.796825827,212.3632874,4.765418791,0.33,3.03030303,113.4623401,111.66
279,1200,0.15,0.26,0.6,0.32037215,0.15,0.817045048,314.1101742,3.221799493,0.33,3.03030303,34.6491393,31.68
280,700,0.15,0.26,0.6,0.32037215,0.15,0.817045048,183.230935,5.523084845,0.33,3.03030303,177.433451,176.98
281,700,0.14,0.21,0.6,0.30738086,0.15,0.791284929,170.2580894,5.943917281,0.33,3.03030303,221.6537182,212.49
282,1200,0.16,0.2,0.6,0.333021283,0.15,0.78551503,313.9118678,3.223834789,0.33,3.03030303,34.71551147,31.51
283,700,0.17,0.24,0.6,0.345357867,0.15,0.807293929,195.1637162,5.185390091,0.33,3.03030303,146.5562499,141.76
284,700,0.11,0.28,0.6,0.265971811,0.15,0.826178149,153.8180693,6.579201031,0.33,3.03030303,301.5175503,298.34
285,1000,0.18,0.28,0.6,0.357407369,0.15,0.826178149,295.2821591,3.427230426,0.33,3.03030303,41.78691574,40.74
286,700,0.15,0.3,0.6,0.32037215,0.15,0.834772605,187.2065258,5.40579446,0.33,3.03030303,166.2594927,156.7
287,900,0.14,0.2,0.6,0.30738086,0.15,0.78551503,217.307057,4.657004765,0.33,3.03030303,105.8194997,97.13
288,800,0.18,0.28,0.6,0.357407369,0.15,0.826178149,236.2257273,4.284038033,0.33,3.03030303,82.16881493,78.76
289,1100,0.15,0.26,0.6,0.32037215,0.15,0.817045048,287.9343264,3.514690356,0.33,3.03030303,45.10277276,41.18
290,1100,0.13,0.27,0.6,0.294012647,0.15,0.821683497,265.7438736,3.808178101,0.33,3.03030303,57.5107785,49.55
291,1200,0.16,0.21,0.6,0.333021283,0.15,0.791284929,316.2176667,3.2003272,0.33,3.03030303,33.9540879,28.41
292,1100,0.15,0.2,0.6,0.32037215,0.15,0.78551503,276.8228528,3.655767542,0.33,3.03030303,50.81543813,46.38
293,700,0.12,0.29,0.6,0.280226206,0.15,0.830538367,162.9170312,6.211750808,0.33,3.03030303,253.3254741,244.41
294,1000,0.13,0.3,0.6,0.294012647,0.15,0.834772605,245.4337028,4.123313092,0.33,3.03030303,73.17837586,65.29
295,1100,0.2,0.26,0.6,0.380730788,0.15,0.817045048,342.1816253,2.957493697,0.33,3.03030303,26.73264322,16.95
296,800,0.14,0.31,0.6,0.30738086,0.15,0.838888526,206.2866212,4.905795608,0.33,3.03030303,123.8964719,117.99
297,700,0.19,0.28,0.6,0.369191897,0.15,0.826178149,213.5127948,4.739762791,0.33,3.03030303,111.6213561,107.07
298,800,0.1,0.29,0.6,0.251188643,0.15,0.830538367,166.8974444,6.063603931,0.33,3.03030303,235.456993,228.64
299,1100,0.11,0.25,0.6,0.265971811,0.15,0.812252396,237.6398653,4.258544747,0.33,3.03030303,80.69602949,77.87
300,700,0.1,0.21,0.6,0.251188643,0.15,0.791284929,139.1332514,7.273602751,0.33,3.03030303,408.6602143,402.34
301,1200,0.1,0.27,0.6,0.251188643,0.15,0.821683497,247.6770753,4.085965561,0.33,3.03030303,71.18822876,65.08
302,800,0.14,0.3,0.6,0.30738086,0.15,0.834772605,205.274497,4.929984069,0.33,3.03030303,125.7569125,119.07
303,1000,0.15,0.29,0.6,0.32037215,0.15,0.830538367,266.0813621,3.803347938,0.33,3.03030303,57.29001841,52.33
304,1200,0.12,0.29,0.6,0.280226206,0.15,0.830538367,279.2863391,3.623521305,0.33,3.03030303,49.46930576,47.77
305,1000,0.17,0.26,0.6,0.345357867,0.15,0.817045048,282.1729347,3.586453113,0.33,3.03030303,47.95164468,46.08
306,800,0.14,0.25,0.6,0.30738086,0.15,0.812252396,199.7366721,5.066670978,0.33,3.03030303,136.6228504,136.36
307,1000,0.19,0.24,0.6,0.369191897,0.15,0.807293929,298.0463769,3.395444731,0.33,3.03030303,40.62354084,31.55
308,1000,0.13,0.23,0.6,0.294012647,0.15,0.802156626,235.8441926,4.290968493,0.33,3.03030303,82.57228832,77.93
309,1200,0.11,0.3,0.6,0.265971811,0.15,0.834772605,266.4311782,3.798354257,0.33,3.03030303,57.06238248,47.62
310,1200,0.14,0.21,0.6,0.30738086,0.15,0.791284929,291.8710105,3.46728508,0.33,3.03030303,43.28445685,43.13
311,900,0.1,0.22,0.6,0.251188643,0.15,0.796825827,180.1382385,5.617907717,0.33,3.03030303,186.8263739,177.1
312,800,0.11,0.29,0.6,0.265971811,0.15,0.830538367,176.7198352,5.726578452,0.33,3.03030303,197.9940621,191.58
313,800,0.17,0.3,0.6,0.345357867,0.15,0.834772605,230.6362287,4.387862243,0.33,3.03030303,88.35297246,84.95
314,1200,0.16,0.25,0.6,0.333021283,0.15,0.812252396,324.5968021,3.117714017,0.33,3.03030303,31.36704177,23.24
315,900,0.13,0.26,0.6,0.294012647,0.15,0.817045048,216.1994192,4.680863638,0.33,3.03030303,107.4708979,100.47
316,700,0.11,0.24,0.6,0.265971811,0.15,0.807293929,150.3022,6.733101713,0.33,3.03030303,323.4021888,322.99
317,1200,0.15,0.21,0.6,0.32037215,0.15,0.791284929,304.2067846,3.326684516,0.33,3.03030303,38.18153501,29.53
318,1100,0.17,0.31,0.6,0.345357867,0.15,0.838888526,318.6884266,3.17551538,0.33,3.03030303,33.16264431,25.7
319,1100,0.1,0.24,0.6,0.251188643,0.15,0.807293929,223.0613732,4.536867973,0.33,3.03030303,97.76201053,89.4
320,800,0.1,0.3,0.6,0.251188643,0.15,0.834772605,167.7483184,6.032847362,0.33,3.03030303,231.8564617,229.78
321,700,0.18,0.23,0.6,0.357407369,0.15,0.802156626,200.6876828,5.042661243,0.33,3.03030303,134.6703854,126.17
322,1000,0.15,0.28,0.6,0.32037215,0.15,0.826178149,264.6844698,3.823420394,0.33,3.03030303,58.21115538,48.75
323,800,0.2,0.23,0.6,0.380730788,0.15,0.802156626,244.3245794,4.142031074,0.33,3.03030303,74.18967918,70.94
324,1000,0.17,0.29,0.6,0.345357867,0.15,0.830538367,286.8329586,3.5281859,0.33,3.03030303,45.62961963,42.44
325,1200,0.15,0.3,0.6,0.32037215,0.15,0.834772605,320.9254728,3.153380102,0.33,3.03030303,32.46709281,30.84
326,1100,0.18,0.3,0.6,0.357407369,0.15,0.834772605,328.1892689,3.083586503,0.33,3.03030303,30.3380939,28.15
327,800,0.13,0.31,0.6,0.294012647,0.15,0.838888526,197.3150684,5.128853098,0.33,3.03030303,141.7674559,133.41
328,1100,0.16,0.3,0.6,0.333021283,0.15,0.834772605,305.7967483,3.309387709,0.33,3.03030303,37.58312405,35.28
329,800,0.15,0.22,0.6,0.32037215,0.15,0.796825827,204.2246425,4.955327562,0.33,3.03030303,127.7261739,123.94
330,1200,0.16,0.25,0.6,0.333021283,0.15,0.812252396,324.5968021,3.117714017,0.33,3.03030303,31.36704177,28.23
331,900,0.16,0.28,0.6,0.333021283,0.15,0.826178149,247.6214166,4.086883978,0.33,3.03030303,71.2367284,61.89
332,900,0.2,0.29,0.6,0.380730788,0.15,0.830538367,284.5903741,3.555988158,0.33,3.03030303,46.72794529,40.67
333,800,0.11,0.31,0.6,0.265971811,0.15,0.838888526,178.4965606,5.669577031,0.33,3.03030303,192.0820798,189.21
334,1100,0.18,0.24,0.6,0.357407369,0.15,0.807293929,317.3860793,3.188545642,0.33,3.03030303,33.57672216,24.74
335,1000,0.12,0.19,0.6,0.280226206,0.15,0.779494473,218.4347791,4.632961857,0.33,3.03030303,104.1726498,102.04
336,1200,0.13,0.3,0.6,0.294012647,0.15,0.834772605,294.5204434,3.436094243,0.33,3.03030303,42.1152707,39.83
337,1000,0.19,0.24,0.6,0.369191897,0.15,0.807293929,298.0463769,3.395444731,0.33,3.03030303,40.62354084,37.26
338,900,0.1,0.31,0.6,0.251188643,0.15,0.838888526,189.6473434,5.33622028,0.33,3.03030303,159.8595674,152.22
339,900,0.13,0.31,0.6,0.294012647,0.15,0.838888526,221.979452,4.558980531,0.33,3.03030303,99.21307306,97.93
340,1000,0.2,0.31,0.6,0.380730788,0.15,0.838888526,319.3906892,3.168533193,0.33,3.03030303,32.94217774,25.02
341,700,0.2,0.23,0.6,0.380730788,0.15,0.802156626,213.784007,4.733749799,0.33,3.03030303,111.1927998,105.23
342,900,0.17,0.3,0.6,0.345357867,0.15,0.834772605,259.4657573,3.900321994,0.33,3.03030303,61.83203232,56.79
343,1100,0.11,0.24,0.6,0.265971811,0.15,0.807293929,236.1891714,4.28470109,0.33,3.03030303,82.20735913,77.29
344,1000,0.18,0.22,0.6,0.357407369,0.15,0.796825827,284.7914227,3.553477806,0.33,3.03030303,46.62805445,38.04
345,1200,0.12,0.26,0.6,0.280226206,0.15,0.817045048,274.7489212,3.683362961,0.33,3.03030303,51.98672686,43.13
346,800,0.18,0.19,0.6,0.357407369,0.15,0.779494473,222.8776553,4.540607711,0.33,3.03030303,98.00641241,91.56
347,1100,0.12,0.29,0.6,0.280226206,0.15,0.830538367,256.0124775,3.952932333,0.33,3.03030303,64.39417836,62.76
348,900,0.13,0.24,0.6,0.294012647,0.15,0.807293929,213.619162,4.737402724,0.33,3.03030303,111.4530184,103.95
349,1100,0.12,0.27,0.6,0.280226206,0.15,0.821683497,253.2829743,3.995531097,0.33,3.03030303,66.52012797,64.3
350,1100,0.19,0.26,0.6,0.369191897,0.15,0.817045048,331.8110524,3.049928545,0.33,3.03030303,29.34569761,28.85
351,900,0.11,0.31,0.6,0.265971811,0.15,0.838888526,200.8086306,5.039624028,0.33,3.03030303,134.4247402,129.42
352,1000,0.13,0.25,0.6,0.294012647,0.15,0.812252396,238.8124767,4.23763454,0.33,3.03030303,79.50130212,77.12
353,900,0.15,0.19,0.6,0.32037215,0.15,0.779494473,224.755488,4.50267092,0.33,3.03030303,95.54605275,86.74
354,1100,0.17,0.21,0.6,0.345357867,0.15,0.791284929,300.6041225,3.366553964,0.33,3.03030303,39.58512873,33.53
355,1000,0.1,0.24,0.6,0.251188643,0.15,0.807293929,202.7830665,4.99055477,0.33,3.03030303,130.4975938,129.47
356,1200,0.14,0.19,0.6,0.30738086,0.15,0.779494473,287.5220178,3.519730446,0.33,3.03030303,45.29905121,38.78
357,1200,0.16,0.25,0.6,0.333021283,0.15,0.812252396,324.5968021,3.117714017,0.33,3.03030303,31.36704177,29.23
358,1100,0.11,0.28,0.6,0.265971811,0.15,0.826178149,241.7141089,4.186764292,0.33,3.03030303,76.64438399,74.34
359,1100,0.19,0.27,0.6,0.369191897,0.15,0.821683497,333.6947779,3.032711528,0.33,3.03030303,28.84657453,23.5
360,800,0.19,0.25,0.6,0.369191897,0.15,0.812252396,239.9016024,4.218396166,0.33,3.03030303,78.41261734,76.76
361,700,0.14,0.3,0.6,0.30738086,0.15,0.834772605,179.6151849,5.634267508,0.33,3.03030303,188.4798984,181.51
362,800,0.1,0.19,0.6,0.251188643,0.15,0.779494473,156.6401272,6.460668911,0.33,3.03030303,285.3555471,278.54
363,700,0.12,0.19,0.6,0.280226206,0.15,0.779494473,152.9043454,6.618516939,0.33,3.03030303,307.0107553,297.04
364,700,0.19,0.25,0.6,0.369191897,0.15,0.812252396,209.9139021,4.82102419,0.33,3.03030303,117.5219863,110.7
365,800,0.13,0.24,0.6,0.294012647,0.15,0.807293929,189.8836996,5.329578064,0.33,3.03030303,159.2573476,155.12
366,1000,0.19,0.26,0.6,0.369191897,0.15,0.817045048,301.6464112,3.354921399,0.33,3.03030303,39.17209665,32.46
367,700,0.1,0.19,0.6,0.251188643,0.15,0.779494473,137.0601113,7.383621612,0.33,3.03030303,427.6805422,426.05
368,700,0.11,0.21,0.6,0.265971811,0.15,0.791284929,147.3216402,6.869323467,0.33,3.03030303,343.6393832,340.98
369,1100,0.12,0.2,0.6,0.280226206,0.15,0.78551503,242.1340868,4.179502414,0.33,3.03030303,76.2422489,70.91
370,900,0.16,0.29,0.6,0.333021283,0.15,0.830538367,248.9282573,4.065428373,0.33,3.03030303,70.10947394,62.28
371,900,0.19,0.27,0.6,0.369191897,0.15,0.821683497,273.0230001,3.706647423,0.33,3.03030303,52.98899596,52.51
372,1000,0.2,0.31,0.6,0.380730788,0.15,0.838888526,319.3906892,3.168533193,0.33,3.03030303,32.94217774,32.5
373,1000,0.11,0.19,0.6,0.265971811,0.15,0.779494473,207.323557,4.881259104,0.33,3.03030303,122.0281945,115.11
374,1000,0.2,0.3,0.6,0.380730788,0.15,0.834772605,317.8236315,3.184155927,0.33,3.03030303,33.43684046,32.86
375,900,0.14,0.27,0.6,0.30738086,0.15,0.821683497,227.312802,4.452014981,0.33,3.03030303,92.32580052,85.03
376,1100,0.15,0.23,0.6,0.32037215,0.15,0.802156626,282.6875071,3.579924739,0.33,3.03030303,47.68763085,38.24
377,700,0.16,0.21,0.6,0.333021283,0.15,0.791284929,184.4603056,5.4862752,0.33,3.03030303,173.874189,173.28
378,900,0.19,0.29,0.6,0.369191897,0.15,0.830538367,275.9652317,3.667128622,0.33,3.03030303,51.29549447,41.44
379,1200,0.1,0.29,0.6,0.251188643,0.15,0.830538367,250.3461666,4.042402621,0.33,3.03030303,68.91308901,60.52
380,1200,0.12,0.2,0.6,0.280226206,0.15,0.78551503,264.1462765,3.831210546,0.33,3.03030303,58.57130595,52.38
381,700,0.12,0.3,0.6,0.280226206,0.15,0.834772605,163.7476122,6.18024279,0.33,3.03030303,249.4517039,244.68
382,900,0.17,0.21,0.6,0.345357867,0.15,0.791284929,245.9488275,4.114677067,0.33,3.03030303,72.71491539,69.24
383,1100,0.12,0.29,0.6,0.280226206,0.15,0.830538367,256.0124775,3.952932333,0.33,3.03030303,64.39417836,58.6
384,1000,0.1,0.23,0.6,0.251188643,0.15,0.802156626,201.4926346,5.022516094,0.33,3.03030303,133.0466831,127.22
385,1100,0.19,0.25,0.6,0.369191897,0.15,0.812252396,329.8647033,3.067924485,0.33,3.03030303,29.87355209,20.26
386,1200,0.12,0.26,0.6,0.280226206,0.15,0.817045048,274.7489212,3.683362961,0.33,3.03030303,51.98672686,50.77
387,800,0.11,0.29,0.6,0.265971811,0.15,0.830538367,176.7198352,5.726578452,0.33,3.03030303,197.9940621,193.9
388,1000,0.2,0.23,0.6,0.380730788,0.15,0.802156626,305.4057242,3.313624859,0.33,3.03030303,37.72912966,28.86
389,800,0.11,0.26,0.6,0.265971811,0.15,0.817045048,173.8487612,5.821151633,0.33,3.03030303,208.0696923,200.63
390,800,0.12,0.23,0.6,0.280226206,0.15,0.802156626,179.8282467,5.627591986,0.33,3.03030303,187.8040078,181.54
391,1200,0.13,0.31,0.6,0.294012647,0.15,0.838888526,295.9726027,3.419235399,0.33,3.03030303,41.49221978,36.34
392,900,0.2,0.19,0.6,0.380730788,0.15,0.779494473,267.0997903,3.788846105,0.33,3.03030303,56.6306323,49.74
393,800,0.14,0.28,0.6,0.30738086,0.15,0.826178149,203.1610801,4.981269047,0.33,3.03030303,129.76319,123.92
394,1200,0.14,0.23,0.6,0.30738086,0.15,0.802156626,295.8811124,3.42029267,0.33,3.03030303,41.53111055,40.41
395,900,0.13,0.26,0.6,0.294012647,0.15,0.817045048,216.1994192,4.680863638,0.33,3.03030303,107.4708979,102.02
396,1000,0.11,0.22,0.6,0.265971811,0.15,0.796825827,211.9332086,4.775089316,0.33,3.03030303,114.1615075,106.02
397,1100,0.16,0.23,0.6,0.333021283,0.15,0.802156626,293.8487517,3.44394861,0.33,3.03030303,42.40767192,42.25
398,700,0.11,0.24,0.6,0.265971811,0.15,0.807293929,150.3022,6.733101713,0.33,3.03030303,323.4021888,314.33
399,700,0.12,0.28,0.6,0.280226206,0.15,0.826178149,162.0617381,6.244533793,0.33,3.03030303,257.3985652,250.39
400,700,0.14,0.25,0.6,0.30738086,0.15,0.812252396,174.7695881,5.790481118,0.33,3.03030303,204.7653719,202.53
401,1000,0.16,0.21,0.6,0.333021283,0.15,0.791284929,263.5147223,3.84039264,0.33,3.03030303,58.99772137,55.32
402,1000,0.16,0.31,0.6,0.333021283,0.15,0.838888526,279.367733,3.62246559,0.33,3.03030303,49.42564321,44.11
403,900,0.13,0.3,0.6,0.294012647,0.15,0.834772605,220.8903326,4.581458991,0.33,3.03030303,100.7028655,91.28
404,1200,0.2,0.23,0.6,0.380730788,0.15,0.802156626,366.4868691,2.761354049,0.33,3.03030303,21.71368919,12.22
405,700,0.14,0.27,0.6,0.30738086,0.15,0.821683497,176.798846,5.724019261,0.33,3.03030303,197.7260536,191.06
406,1100,0.17,0.2,0.6,0.345357867,0.15,0.78551503,298.4121745,3.39128255,0.33,3.03030303,40.47282891,35.06
407,1100,0.17,0.29,0.6,0.345357867,0.15,0.830538367,315.5162544,3.207441727,0.33,3.03030303,34.18333799,28.37
408,700,0.12,0.19,0.6,0.280226206,0.15,0.779494473,152.9043454,6.618516939,0.33,3.03030303,307.0107553,300.14
409,1000,0.1,0.2,0.6,0.251188643,0.15,0.78551503,197.3124546,5.12892104,0.33,3.03030303,141.7731469,137.68
410,1000,0.17,0.23,0.6,0.345357867,0.15,0.802156626,277.0311011,3.653019448,0.33,3.03030303,50.69977278,47.09
